Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Latitude,Longitude,Community Board,Council District,Census Tract,log_Order,log_Property Id,log_DOF Gross Floor Area,log_Largest Property Use Type - Gross Floor Area (ft²),log_Year Built,log_Number of Buildings - Self-reported,log_Occupancy,log_Site EUI (kBtu/ft²),log_Weather Normalized Site EUI (kBtu/ft²),log_Weather Normalized Site Electricity Intensity (kWh/ft²),log_Weather Normalized Site Natural Gas Intensity (therms/ft²),log_Weather Normalized Source EUI (kBtu/ft²),log_Natural Gas Use (kBtu),log_Weather Normalized Site Natural Gas Use (therms),log_Electricity Use - Grid Purchase (kBtu),log_Weather Normalized Site Electricity (kWh),log_Total GHG Emissions (Metric Tons CO2e),log_Direct GHG Emissions (Metric Tons CO2e),log_Indirect GHG Emissions (Metric Tons CO2e),log_Property GFA - Self-Reported (ft²),log_Water Intensity (All Water Sources) (gal/ft²),log_Source EUI (kBtu/ft²),log_Latitude,log_Community Board,log_Council District,log_Census Tract,Borough_Bronx,Borough_Brooklyn,Borough_Manhattan,Borough_Queens,Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Office,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
155,3054414,237021.0,1848,1,100,114.9,14.0,0.3,228.2,5083589.4,54736.1,8741110.1,2561872.5,1620.7,809.5,811.2,183559.0,,218.5,40.912828,-73.902506,8.0,11.0,319.0,5.043425116919247,14.932098315494713,12.375904023786784,11.670441902845212,7.521859252201629,0.0,4.605170185988092,4.74406218485471,4.823502180305079,2.6390573296152584,-1.2039728043259361,5.430222437427975,15.441528144851361,10.910278734166901,15.983547753296135,14.756248994392495,7.390613433664074,6.69641677311769,6.698514632836919,12.12029142068395,,5.3867860145356445,3.7114436569048475,2.0794415416798357,2.3978952727983707,5.765191102784844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,3054433,,1956,1,100,80.0,11.8,0.1,172.3,968041.9,10189.0,5301046.9,1553647.8,861.9,370.0,491.9,131979.0,,166.7,,,,,,5.049856007249537,14.932104535981166,,11.330995831364346,7.578656850594762,0.0,4.605170185988092,4.382026634673881,4.449685283147696,2.468099531471619,-2.3025850929940455,5.149237143533884,13.783030650445907,9.229063985974285,15.48341488731809,14.256116143296152,6.759139254653354,5.91350300563827,6.198275443801294,11.790398098003116,,5.116195789756748,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,3618215,,1909,3,100,38.2,0.6,0.4,47.9,12258800.3,134506.4,675466.8,197968.0,713.8,651.1,62.7,338996.0,,44.2,,,,,,5.0689042022202315,15.101491368268515,,12.733743586882944,7.554334823725748,1.0986122886681098,4.605170185988092,3.6428355156125294,3.730501128804756,-0.5108256237659907,-0.916290731874155,3.8691155044168695,16.321754628871847,11.809367060535088,13.423159286395867,12.195860680453757,6.57060281105606,6.478663240242817,4.138361447638875,12.733743586882944,,3.7887247890836524,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,3618219,,1910,3,100,3.8,0.8,0.0,9.5,215700.0,2157.0,419914.8,125594.0,50.4,11.5,39.0,166302.0,,9.3,,,,,,5.111987788356544,15.101492473785404,,12.02156069156691,7.554858521040676,1.0986122886681098,4.605170185988092,1.33500106673234,1.3609765531356006,-0.2231435513142097,-inf,2.2512917986064953,12.281643832377247,7.676473646389156,12.9478071125384,11.740809761174543,3.919991175077323,2.4423470353692043,3.6635616461296463,12.02156069156691,,2.2300144001592104,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,4037976,,2009,2,100,13.7,,,,297980.0,,839552.2,,93.7,15.8,77.9,83095.0,0.0,35.5,,,,,,5.181783550292085,15.211254134300853,,11.327739810561624,7.605392364814935,0.6931471805599453,4.605170185988092,2.617395832834079,,,,,12.60478164914133,,13.640623933435615,,4.540098189244376,2.760009940032921,4.355425952876702,11.327739810561624,-inf,3.56953269648137,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
181,4046078,357000.0,2000,2,100,175.2,21.4,1.0,335.7,36108970.7,361089.7,26426349.3,7647969.0,4370.3,1917.9,2452.4,357000.0,,338.6,40.694476,-73.98718,2.0,33.0,11.0,5.198497031265826,15.21325857482356,12.785491060761776,12.785491060761776,7.600902459542082,0.6931471805599453,4.605170185988092,5.165928178502291,5.160204064418402,3.0633909220278057,0.0,5.816217903985989,17.402051888278006,12.79688168290415,17.089872149911777,15.849950680357878,8.382586935618924,7.558986116440791,7.804822415888533,12.785491060761776,,5.824819469699035,3.7060923584213783,0.6931471805599453,3.4965075614664802,2.3978952727983707,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
183,4092487,540388.0,1987,4,95,145.2,28.5,0.5,359.9,25863861.5,280479.5,52472732.6,15378876.4,6243.2,1373.8,4869.5,539647.0,,355.6,40.869429,-73.825737,10.0,12.0,46201.0,5.209486152841421,15.224663411679925,13.200042679048128,12.905666501552234,7.594381242551817,1.3862943611198906,4.553876891600541,4.978112102390695,5.005287687769661,3.349904087274605,-0.6931471805599453,5.885826215084985,17.06835724343957,12.544255917495173,17.775804213590217,16.548505463456284,8.739248150428793,7.225335901779781,8.490746541401254,13.198670501079325,,5.8738065036397495,3.710382326350622,2.302585092994046,2.4849066497880004,10.740756721857226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
186,5070501,540388.0,2004,0,90,70.8,18.1,0.1,204.3,437401.8,5193.5,3104421.7,902687.2,311.3,23.2,288.1,50000.0,,204.1,40.869429,-73.825737,10.0,12.0,46201.0,5.225746673713202,15.438950187253377,13.200042679048128,10.819778284410283,7.602900462204755,-inf,4.499809670330265,4.259859000699674,4.276666119016055,2.89591193827178,-2.3025850929940455,5.319589501823576,12.988607502442674,8.555163122667865,14.948338008016288,13.713131371502541,5.7407570774475625,3.1441522786722644,5.663307642090483,10.819778284410283,,5.318610069815799,3.710382326350622,2.302585092994046,2.4849066497880004,10.740756721857226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
341,4929379,,2006,1,100,98.6,21.6,0.3,260.1,1452900.0,16778.4,4639095.3,1335846.5,507.7,77.2,430.5,61798.0,85.28,260.4,,,,,,5.831882477283517,15.410723574595963,,11.031626280462559,7.603897968521881,0.0,4.605170185988092,4.591071261608589,4.6141299273595635,3.0726933146901194,-1.2039728043259361,5.5610661724546055,14.18907211705943,9.727847623865886,15.350029926743394,14.105075731268187,6.229890721953349,4.3463994570307305,6.064947323867785,11.031626280462559,4.445939960417534,5.562218910334414,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,4406828,,1970,2,100,122.0,,1.2,,324774616.9,3221411.0,,,17250.3,17250.3,,2662400.0,14.0,128.1,,,,,,5.303304908059076,15.29866571424469,,14.794738529609026,7.585788821732034,0.6931471805599453,4.605170185988092,4.804021044733257,,,0.1823215567939546,,19.598642013259507,14.985330020297317,,,9.755584813612627,9.755584813612627,,14.794738529609026,2.6390573296152584,4.852811208902689,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
206,4442600,749142.0,1953,1,100,65.9,,0.7,75.5,1152992.5,12591.6,,,61.2,61.2,0.0,17500.0,73.86,69.2,,,,,,5.327876168789581,15.306750348605659,13.526683830645,9.769956159911606,7.577121930876679,0.0,4.605170185988092,4.188138441508461,4.276666119016055,,-0.35667494393873245,4.324132656254979,13.957871294459876,9.440785203951865,,,4.11414718951828,4.11414718951828,-inf,9.769956159911606,4.3021714094244174,4.237000862623624,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,4442469,789880.0,1955,1,100,69.0,,0.8,79.0,1206680.0,13168.1,,,64.1,64.1,0.0,17500.0,31.67,72.4,,,,,,5.459585514144159,15.306720860933698,13.579636314171246,9.769956159911606,7.578145472419466,0.0,4.605170185988092,4.23410650459726,4.320151230955794,,-0.2231435513142097,4.3694478524670215,14.003383344796553,9.485552517055694,,,4.160444363926624,4.160444363926624,-inf,9.769956159911606,3.4553698605505483,4.282206299391671,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
237,4442517,789880.0,1955,1,100,71.2,,0.8,80.2,1246055.0,13363.7,,,66.2,66.2,0.0,17500.0,59.72,74.8,,,,,,5.4680601411351315,15.306731665677791,13.579636314171246,9.769956159911606,7.578145472419466,0.0,4.605170185988092,4.26549281841793,4.335982696172475,,-0.2231435513142097,4.384523514872469,14.035493118607345,9.500297354855928,,,4.192680462942962,4.192680462942962,-inf,9.769956159911606,4.089666972670989,4.314817884980432,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256,4495788,,2014,3,80,102.4,28.1,0.1,307.1,2901091.8,32489.9,51961414.1,15048033.1,4976.1,154.1,4822.0,536000.0,,310.1,,,,,,5.545177444479562,15.318651516419013,,13.19188944005294,7.607878073278507,1.0986122886681098,4.382026634673881,4.628886712605407,4.623991940228679,3.3357695763397,-2.3025850929940455,5.727173427446777,14.880597706863472,10.388684550788296,17.76601196456186,16.526757849588442,8.512401730680107,5.03760174232607,8.480944058741116,13.19188944005294,,5.736894826106403,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,5060127,,2014,1,80,5.4,,0.1,6.4,2901091.8,32489.9,,,154.1,154.1,0.0,536000.0,,5.7,,,,,,5.54907608489522,15.436902139762907,,13.19188944005294,7.607878073278507,0.0,4.382026634673881,1.6863989535702288,1.8082887711792655,,-2.3025850929940455,1.8562979903656263,14.880597706863472,10.388684550788296,,,5.03760174232607,5.03760174232607,-inf,13.19188944005294,,1.7404661748405046,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
263,4868217,,1930,2,100,55.6,15.8,0.0,170.7,546700.0,5467.0,16237025.0,4758799.2,1535.8,29.0,1506.8,302053.0,,170.7,,,,,,5.572154032177765,15.398238308924304,,12.618357777648006,7.5652752818989315,0.6931471805599453,4.605170185988092,4.018183201256536,4.018183201256536,2.760009940032921,-inf,5.139907629800395,13.21165548488309,8.606485298894999,16.602804686261358,15.375505925474886,7.336806696896443,3.367295829986474,7.317743475817886,12.618357777648006,,5.139907629800395,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
264,3942618,,1930,1,100,177.2,50.2,0.1,544.3,546700.0,5467.0,16237025.0,4758799.2,1535.8,29.0,1506.8,94717.0,,544.3,,,,,,5.575949103146316,15.187355527618735,,11.458648777318958,7.5652752818989315,0.0,4.605170185988092,5.177279038170981,5.177279038170981,3.9160150266976834,-2.3025850929940455,6.299500565440154,13.21165548488309,8.606485298894999,16.602804686261358,15.375505925474886,7.336806696896443,3.367295829986474,7.317743475817886,11.458648777318958,,6.299500565440154,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,4956972,,1906,2,100,150.4,23.5,0.0,337.4,617541.9,6175.4,12209060.8,3538519.2,1819.4,32.8,1786.6,150701.0,,337.3,,,,,,5.700443573390687,15.416305628408988,,11.923053020292636,7.552762084214147,0.6931471805599453,4.605170185988092,5.0132984115157395,5.0238805208462765,3.1570004211501135,-inf,5.821269170111868,13.333502199433285,8.728328936726152,16.317688922571428,15.079218892511234,7.506262055387961,3.490428515390098,7.488069651267739,11.923053020292636,,5.820972742067605,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
277,4917990,127143.0,1900,2,0,8.5,2.4,0.0,26.1,53970.0,539.7,1468695.4,430449.9,139.2,2.9,136.3,178715.0,,26.1,40.728775,-73.993931,2.0,2.0,57.0,5.6240175061873385,15.408410468409318,11.753067716247884,12.093545398985315,7.549609165154532,0.6931471805599453,-inf,2.1400661634962708,2.1400661634962708,0.8754687373538999,-inf,3.261935314328648,10.896183615612689,6.291013429624597,14.199885081715534,12.972586219771054,4.935911747900319,1.0647107369924282,4.914858338702487,12.093547637188305,,3.261935314328648,3.706934845097051,0.6931471805599453,0.6931471805599453,4.04305126783455,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
282,4920190,125240.0,1994,2,75,50.7,14.8,0.0,158.7,11364.0,113.6,3246535.0,951504.9,301.9,0.6,301.3,64296.0,921.59,158.7,40.623068,-74.149304,1.0,49.0,30301.0,5.641907070938114,15.408857705609018,11.737987175440342,11.071252699892554,7.597897950521784,0.6931471805599453,4.31748811353631,3.9259259105971376,3.9259259105971376,2.6946271807700692,-inf,5.0670156275323635,9.338205742974079,4.732683506287051,14.993098831713471,13.765800115468613,5.710095836712793,-0.5108256237659907,5.708106446136256,11.071252699892554,6.8261004391883136,5.0670156275323635,3.7043360825959586,0.0,3.8918202981106265,10.318935994253193,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
291,4938305,,1947,2,100,82.7,15.8,0.1,199.8,891188.3,10694.1,9880455.5,2845407.0,1276.5,359.6,916.9,180300.0,,200.5,,,,,,5.673323267171493,15.412532712876951,,12.102377409191408,7.5740450053721995,0.6931471805599453,4.605170185988092,4.415219602029645,4.430816798843313,2.760009940032921,-2.3025850929940455,5.297316866214453,13.700311019702731,9.277447466502922,16.106069171900195,14.861216673307235,7.151877236681538,5.884992302597465,6.820998415055855,12.102377409191408,,5.300814246746624,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
292,4951014,,1947,1,100,46.6,10.6,0.1,125.6,874188.3,10515.3,3239393.8,932417.4,347.0,46.4,300.6,88300.0,,125.6,,,,,,5.676753802268282,15.415102962051135,,10.505067539570582,7.5740450053721995,0.0,4.605170185988092,3.8416005411316,3.8691155044168695,2.3608540011180215,-2.3025850929940455,4.833102254034098,13.681051077656724,9.260586618400279,14.990896771497923,13.745535847488277,5.849324779946859,3.8372994592322094,5.705780477318874,11.388495386592052,,4.833102254034098,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
308,4985858,,1887,19,100,89.5,9.0,0.6,164.0,52577490.1,576591.3,27999029.5,8122156.0,5390.9,2792.6,2598.3,900000.0,21.16,159.0,,,,,,5.730099782973574,15.422116062916803,,13.710150042306449,7.54274354536855,2.9444389791664403,4.605170185988092,4.4942386252808095,4.552823705615882,2.1972245773362196,-0.5108256237659907,5.099866427824199,17.77779864124648,13.264888975623075,17.147680406824495,15.910106194135775,8.592467625845384,7.934728340508094,7.862612664005109,13.710150042306449,3.052112606990099,5.0689042022202315,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
328,4991661,,1990,2,65,62.3,18.3,,195.7,,,122412409.3,35877020.6,11359.8,0.0,11359.8,1964041.0,10.76,195.7,,,,,,5.793013608384144,15.423279278071657,,14.4905146434424,7.595889917718538,0.6931471805599453,4.174387269895637,4.131961425793407,4.131961425793407,2.9069010598473755,,5.27658287440203,,,18.622906306073506,17.395607553802908,9.337836086486359,-inf,9.337836086486359,14.4905146434424,2.3758355547336385,5.27658287440203,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
329,2792918,,1991,1,60,114.8,33.8,0.0,364.7,424736.2,4247.4,41239295.4,12403276.7,3883.5,56.5,3827.0,366881.0,10.55,355.4,,,,,,5.796057750765372,14.84259748538426,,12.437474007083358,7.596392304064196,0.0,4.0943445622221,4.743191483885466,4.768988271217486,3.520460802488973,-inf,5.8990750978146345,12.959223549306554,8.354062310008198,17.534902131613052,16.333471245667383,8.264492087859702,4.034240638152395,8.249836485425702,12.81279282377489,2.3561258599220753,5.8732439157205505,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
330,2793598,,1991,1,65,1.4,,0.0,1.4,1478211.9,14782.1,,,130.7,130.7,0.0,1597160.0,,1.4,,,,,,5.799092654460526,14.842840928705057,,14.272542922928844,7.596392304064196,0.0,4.174387269895637,0.3364722366212129,0.3364722366212129,,-inf,0.3364722366212129,14.206343739632004,9.60117226830639,,,4.872904620630176,4.872904620630176,-inf,14.283737610030904,,0.3364722366212129,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
340,5032176,,2006,3,100,98.6,21.6,0.3,260.1,1452900.0,16778.4,4639095.3,1335846.5,507.7,77.2,430.5,61798.0,85.28,260.4,,,,,,5.8289456176102075,15.431363052903386,,11.031626280462559,7.603897968521881,1.0986122886681098,4.605170185988092,4.591071261608589,4.6141299273595635,3.0726933146901194,-1.2039728043259361,5.5610661724546055,14.18907211705943,9.727847623865886,15.350029926743394,14.105075731268187,6.229890721953349,4.3463994570307305,6.064947323867785,11.031626280462559,4.445939960417534,5.562218910334414,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
349,5042679,106500.0,2008,1,100,123.0,27.4,0.3,327.2,3296537.8,36160.7,10392951.7,3045999.5,1139.6,175.1,964.5,111338.0,,324.2,40.586217,-74.200825,2.0,50.0,29102.0,5.855071922202427,15.433448046445205,11.575900264131617,11.620325898579935,7.60489448081162,0.0,4.605170185988092,4.812184355372417,4.8346933442663405,3.3105430133940246,-1.2039728043259361,5.790571604728592,15.008383324176863,10.495728172725821,16.15663841320096,14.929339648287526,7.038432602623753,5.165357239291806,6.871609832345784,11.620325898579935,,5.781360609301576,3.7034285262117494,0.6931471805599453,3.912023005428146,10.278562179320224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
351,5049378,127029.0,1988,1,100,131.5,7.8,1.2,205.1,2076699.9,22904.7,527450.8,154587.0,159.3,110.3,48.9,19800.0,,193.8,40.685322,-73.971281,2.0,35.0,179.0,5.860786223465865,15.434775625348871,11.752170685830338,9.893437216682626,7.59488438721652,0.0,4.605170185988092,4.879006851617819,4.957937505095806,2.0541237336955462,0.1823215567939546,5.323497665078335,14.546290605177749,10.03909740865812,13.175810869840248,11.948512323630915,5.070789216916003,4.703203926259457,3.8897773964808264,9.893437216682626,,5.266826699456666,3.705867388582092,0.6931471805599453,3.5553480614894135,5.187385805840755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
352,5049379,127029.0,1988,1,100,7.8,2.2,,23.3,,,155399.5,43005.7,14.4,0.0,14.4,19800.0,,24.6,40.685322,-73.971281,2.0,35.0,179.0,5.863631175598097,15.434775823393046,11.752170685830338,9.893437216682626,7.59488438721652,0.0,4.605170185988092,2.0541237336955462,2.0014800002101243,0.7884573603642703,,3.1484533605716547,,,11.95375449940729,10.66908794403018,2.667228206581955,-inf,2.667228206581955,9.893437216682626,,3.202746442938317,3.705867388582092,0.6931471805599453,3.5553480614894135,5.187385805840755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
353,5049407,127029.0,1988,1,100,85.3,,1.0,100.6,930600.0,10454.8,,,49.4,49.4,0.0,10908.0,,89.6,40.685662,-73.970358,2.0,35.0,179.0,5.8664680569332965,15.434781368614026,11.752170685830338,9.297251743965479,7.59488438721652,0.0,4.605170185988092,4.446174454497633,4.562262684976814,,0.0,4.611152257665639,13.743584818392685,9.2548164820767,,,3.899950424193877,3.899950424193877,-inf,9.297251743965479,,4.4953553199808844,3.705875745369322,0.6931471805599453,3.5553480614894135,5.187385805840755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
355,5049410,127029.0,1988,1,100,30.4,8.9,,95.3,,,331066.3,97030.0,30.7,0.0,30.7,10908.0,,95.3,40.685662,-73.970358,2.0,35.0,179.0,5.872117789475416,15.434781962743022,11.752170685830338,9.297251743965479,7.59488438721652,0.0,4.605170185988092,3.414442608412176,3.414442608412176,2.186051276738094,,4.557029810660157,,,12.710073936416213,11.482775488019346,3.4242626545931514,-inf,3.4242626545931514,9.297251743965479,,4.557029810660157,3.705875745369322,0.6931471805599453,3.5553480614894135,5.187385805840755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
356,5049411,127029.0,1988,1,100,7.8,2.2,,23.4,,,84839.4,23822.1,7.9,0.0,7.9,10908.0,,24.4,40.685662,-73.970358,2.0,35.0,179.0,5.87493073085203,15.434782160785941,11.752170685830338,9.297251743965479,7.59488438721652,0.0,4.605170185988092,2.0541237336955462,2.0149030205422647,0.7884573603642703,,3.152736022363656,,,11.348515336517826,10.078369000232389,2.066862759472976,-inf,2.066862759472976,9.297251743965479,,3.1945831322991562,3.705875745369322,0.6931471805599453,3.5553480614894135,5.187385805840755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
